Year,State,LaborForceParticipation
1977/5/1,Missouri,62.1
1977/5/1,Montana,63.2
1977/5/1,Nebraska,66.2
1977/5/1,Nevada,71.3
1977/5/1,New Hampshire,66.9
1977/5/1,New Jersey,62.4
1977/5/1,New Mexico,61.1
1977/5/1,New York,58.3
1977/5/1,North Carolina,66.4
1977/5/1,North Dakota,63.5
1977/5/1,Ohio,61.8
1977/5/1,Oklahoma,59.9
1977/5/1,Oregon,63.9
1977/5/1,Pennsylvania,58.7
1977/5/1,Rhode Island,63.5
1977/5/1,South Carolina,64.5
1977/5/1,South Dakota,65.2
1977/5/1,Tennessee,60.8
1977/5/1,Texas,64.3
1977/5/1,Utah,63.2
1977/5/1,Vermont,64.3
1977/5/1,Virginia,65.4
1977/5/1,Washington,62.7
1977/5/1,West Virginia,51.6
1977/5/1,Wisconsin,65.9
1977/5/1,Wyoming,67.3
1977/6/1,Alabama,58.2
1977/6/1,Alaska,69.7
1977/6/1,Arizona,60.7
1977/6/1,Arkansas,58.5
1977/6/1,California,63.7
1977/6/1,Colorado,67.2
1977/6/1,Connecticut,64.8
1977/6/1,Delaware,63.7
1977/6/1,District of Columbia,63.9
1977/6/1,Florida,55.3
1977/6/1,Georgia,63.7
1977/6/1,Hawaii,68.3
1977/6/1,Idaho,64.8
1977/6/1,Illinois,63.9
1977/6/1,Indiana,64.2
1977/6/1,Iowa,65.6
1977/6/1,Kansas,66.3
1977/6/1,Kentucky,60.5
1977/6/1,Louisiana,57.7
1977/6/1,Maine,60.8
1977/6/1,Maryland,64.8
1977/6/1,Massachusetts,64.8
1977/6/1,Michigan,62.7
1977/6/1,Minnesota,67.3
1977/6/1,Mississippi,58.8
1977/6/1,Missouri,62.3
1977/6/1,Montana,63.4
1977/6/1,Nebraska,66.4
1977/6/1,Nevada,71.2
1977/6/1,New Hampshire,66.9
1977/6/1,New Jersey,62.3
1977/6/1,New Mexico,61
1977/6/1,New York,58.3
1977/6/1,North Carolina,66.5
1977/6/1,North Dakota,63.7
1977/6/1,Ohio,61.9
1977/6/1,Oklahoma,60
1977/6/1,Oregon,63.9
1977/6/1,Pennsylvania,58.7
1977/6/1,Rhode Island,63.5
1977/6/1,South Carolina,64.3
1977/6/1,South Dakota,65.2
1977/6/1,Tennessee,60.7
1977/6/1,Texas,64.3
1977/6/1,Utah,63.1
1977/6/1,Vermont,64.6
1977/6/1,Virginia,65.4
1977/6/1,Washington,62.7
1977/6/1,West Virginia,51.5
1977/6/1,Wisconsin,65.9
1977/6/1,Wyoming,67.5
1977/7/1,Alabama,58.3
1977/7/1,Alaska,69.9
1977/7/1,Arizona,60.8
1977/7/1,Arkansas,58.6
1977/7/1,California,63.8
1977/7/1,Colorado,67.2
1977/7/1,Connecticut,65
1977/7/1,Delaware,63.6
1977/7/1,District of Columbia,63.8
1977/7/1,Florida,55.5
1977/7/1,Georgia,63.7
1977/7/1,Hawaii,68.2
1977/7/1,Idaho,65
1977/7/1,Illinois,63.9
1977/7/1,Indiana,64.2
1977/7/1,Iowa,65.7
1977/7/1,Kansas,66.3
1977/7/1,Kentucky,60.6
1977/7/1,Louisiana,57.9
1977/7/1,Maine,60.7
1977/7/1,Maryland,64.8
1977/7/1,Massachusetts,64.8
1977/7/1,Michigan,62.9
1977/7/1,Minnesota,67.3
1977/7/1,Mississippi,58.9
1977/7/1,Missouri,62.5
1977/7/1,Montana,63.5
1977/7/1,Nebraska,66.5
1977/7/1,Nevada,71.2
1977/7/1,New Hampshire,66.9
1977/7/1,New Jersey,62.3
1977/7/1,New Mexico,61
1977/7/1,New York,58.4
1977/7/1,North Carolina,66.7
1977/7/1,North Dakota,63.6
1977/7/1,Ohio,61.9
1977/7/1,Oklahoma,60.1
1977/7/1,Oregon,63.9
1977/7/1,Pennsylvania,58.7
1977/7/1,Rhode Island,63.6
1977/7/1,South Carolina,64.3
1977/7/1,South Dakota,65.2
1977/7/1,Tennessee,60.7
1977/7/1,Texas,64.4
1977/7/1,Utah,63
1977/7/1,Vermont,64.8
1977/7/1,Virginia,65.4
1977/7/1,Washington,62.8
1977/7/1,West Virginia,51.5
1977/7/1,Wisconsin,65.8
1977/7/1,Wyoming,67.7
1977/8/1,Alabama,58.3
1977/8/1,Alaska,69.9
1977/8/1,Arizona,60.7
1977/8/1,Arkansas,58.7
1977/8/1,California,63.9
1977/8/1,Colorado,67.2
1977/8/1,Connecticut,65.1
1977/8/1,Delaware,63.5
1977/8/1,District of Columbia,63.8
1977/8/1,Florida,55.6
1977/8/1,Georgia,63.7
1977/8/1,Hawaii,68.2
1977/8/1,Idaho,65.2
1977/8/1,Illinois,64
1977/8/1,Indiana,64.3
1977/8/1,Iowa,65.9
1977/8/1,Kansas,66.4
1977/8/1,Kentucky,60.7
1977/8/1,Louisiana,58
1977/8/1,Maine,60.7
1977/8/1,Maryland,65
1977/8/1,Massachusetts,64.8
1977/8/1,Michigan,63
1977/8/1,Minnesota,67.3
1977/8/1,Mississippi,58.9
1977/8/1,Missouri,62.6
1977/8/1,Montana,63.6
1977/8/1,Nebraska,66.6
1977/8/1,Nevada,71.1
1977/8/1,New Hampshire,66.9
1977/8/1,New Jersey,62.2
1977/8/1,New Mexico,61
1977/8/1,New York,58.4
1977/8/1,North Carolina,66.8
1977/8/1,North Dakota,63.8
1977/8/1,Ohio,62
1977/8/1,Oklahoma,60.2
1977/8/1,Oregon,64
1977/8/1,Pennsylvania,58.8
1977/8/1,Rhode Island,63.6
1977/8/1,South Carolina,64.2
1977/8/1,South Dakota,65.2
1977/8/1,Tennessee,60.8
1977/8/1,Texas,64.6
1977/8/1,Utah,63
1977/8/1,Vermont,65.1
1977/8/1,Virginia,65.5
1977/8/1,Washington,62.8
1977/8/1,West Virginia,51.5
1977/8/1,Wisconsin,65.8
1977/8/1,Wyoming,67.9
1977/9/1,Alabama,58.4
1977/9/1,Alaska,70.3
1977/9/1,Arizona,60.6
1977/9/1,Arkansas,58.7
1977/9/1,California,64
1977/9/1,Colorado,67.2
1977/9/1,Connecticut,65.3
1977/9/1,Delaware,63.5
1977/9/1,District of Columbia,63.9
1977/9/1,Florida,55.8
1977/9/1,Georgia,63.7
1977/9/1,Hawaii,68.1
1977/9/1,Idaho,65.5
1977/9/1,Illinois,64.1
1977/9/1,Indiana,64.4
1977/9/1,Iowa,66
1977/9/1,Kansas,66.5
1977/9/1,Kentucky,60.8
1977/9/1,Louisiana,58.2
1977/9/1,Maine,60.6
1977/9/1,Maryland,65.1
1977/9/1,Massachusetts,64.9
1977/9/1,Michigan,63.2
1977/9/1,Minnesota,67.3
1977/9/1,Mississippi,58.9
1977/9/1,Missouri,62.7
1977/9/1,Montana,63.6
1977/9/1,Nebraska,66.8
1977/9/1,Nevada,71.1
1977/9/1,New Hampshire,67
1977/9/1,New Jersey,62.2
1977/9/1,New Mexico,61
1977/9/1,New York,58.5
1977/9/1,North Carolina,67
1977/9/1,North Dakota,63.8
1977/9/1,Ohio,62
1977/9/1,Oklahoma,60.3
1977/9/1,Oregon,64.1
1977/9/1,Pennsylvania,58.8
1977/9/1,Rhode Island,63.7
1977/9/1,South Carolina,64.2
1977/9/1,South Dakota,65.2
1977/9/1,Tennessee,60.9
1977/9/1,Texas,64.7
1977/9/1,Utah,63
1977/9/1,Vermont,65.5
1977/9/1,Virginia,65.7
1977/9/1,Washington,62.8
1977/9/1,West Virginia,51.6
1977/9/1,Wisconsin,65.8
1977/9/1,Wyoming,67.9
1977/10/1,Alabama,58.5
1977/10/1,Alaska,70.5
1977/10/1,Arizona,60.4
1977/10/1,Arkansas,58.8
1977/10/1,California,64.2
1977/10/1,Colorado,67.3
1977/10/1,Connecticut,65.4
1977/10/1,Delaware,63.5
1977/10/1,District of Columbia,64.2
1977/10/1,Florida,55.9
1977/10/1,Georgia,63.8
1977/10/1,Hawaii,68.1
1977/10/1,Idaho,65.7
1977/10/1,Illinois,64.3
1977/10/1,Indiana,64.6
1977/10/1,Iowa,66.1
1977/10/1,Kansas,66.5
1977/10/1,Kentucky,60.9
1977/10/1,Louisiana,58.4
1977/10/1,Maine,60.5
1977/10/1,Maryland,65.3
1977/10/1,Massachusetts,64.9
1977/10/1,Michigan,63.2
1977/10/1,Minnesota,67.3
1977/10/1,Mississippi,58.9
1977/10/1,Missouri,62.9
1977/10/1,Montana,63.7
1977/10/1,Nebraska,66.9
1977/10/1,Nevada,71
1977/10/1,New Hampshire,67.1
1977/10/1,New Jersey,62.2
1977/10/1,New Mexico,61
1977/10/1,New York,58.6
1977/10/1,North Carolina,67.2
1977/10/1,North Dakota,64
1977/10/1,Ohio,62
1977/10/1,Oklahoma,60.4
1977/10/1,Oregon,64.2
1977/10/1,Pennsylvania,58.8
1977/10/1,Rhode Island,63.7
1977/10/1,South Carolina,64.3
1977/10/1,South Dakota,65.3
1977/10/1,Tennessee,60.9
1977/10/1,Texas,64.9
1977/10/1,Utah,63
1977/10/1,Vermont,65.7
1977/10/1,Virginia,65.7
1977/10/1,Washington,62.8
1977/10/1,West Virginia,51.6
1977/10/1,Wisconsin,65.9
1977/10/1,Wyoming,68.2
1977/11/1,Alabama,58.6
1977/11/1,Alaska,70.7
1977/11/1,Arizona,60.2
1977/11/1,Arkansas,58.7
1977/11/1,California,64.3
1977/11/1,Colorado,67.3
1977/11/1,Connecticut,65.5
1977/11/1,Delaware,63.5
1977/11/1,District of Columbia,64.4
1977/11/1,Florida,56.1
1977/11/1,Georgia,63.9
1977/11/1,Hawaii,67.9
1977/11/1,Idaho,65.8
1977/11/1,Illinois,64.4
1977/11/1,Indiana,64.7
1977/11/1,Iowa,66.1
1977/11/1,Kansas,66.5
1977/11/1,Kentucky,61
1977/11/1,Louisiana,58.6
1977/11/1,Maine,60.4
1977/11/1,Maryland,65.5
1977/11/1,Massachusetts,65
1977/11/1,Michigan,63.3
1977/11/1,Minnesota,67.3
1977/11/1,Mississippi,58.9
1977/11/1,Missouri,63
1977/11/1,Montana,63.8
1977/11/1,Nebraska,67
1977/11/1,Nevada,71
1977/11/1,New Hampshire,67
1977/11/1,New Jersey,62.2
1977/11/1,New Mexico,61
1977/11/1,New York,58.6
1977/11/1,North Carolina,67.3
1977/11/1,North Dakota,64
1977/11/1,Ohio,62
1977/11/1,Oklahoma,60.4
1977/11/1,Oregon,64.3
1977/11/1,Pennsylvania,58.9
1977/11/1,Rhode Island,63.6
1977/11/1,South Carolina,64.2
1977/11/1,South Dakota,65.3
1977/11/1,Tennessee,60.8
1977/11/1,Texas,65
1977/11/1,Utah,63
1977/11/1,Vermont,65.8
1977/11/1,Virginia,65.8
1977/11/1,Washington,62.9
1977/11/1,West Virginia,51.7
1977/11/1,Wisconsin,66
1977/11/1,Wyoming,68.4
1977/12/1,Alabama,58.7
1977/12/1,Alaska,71
1977/12/1,Arizona,59.9
1977/12/1,Arkansas,58.7
1977/12/1,California,64.4
1977/12/1,Colorado,67.4
1977/12/1,Connecticut,65.4
1977/12/1,Delaware,63.4
1977/12/1,District of Columbia,64.6
1977/12/1,Florida,56.2
1977/12/1,Georgia,63.9
1977/12/1,Hawaii,67.9
1977/12/1,Idaho,65.8
1977/12/1,Illinois,64.5
1977/12/1,Indiana,64.9
1977/12/1,Iowa,66.1
1977/12/1,Kansas,66.6
1977/12/1,Kentucky,61.1
1977/12/1,Louisiana,58.8
1977/12/1,Maine,60.2
1977/12/1,Maryland,65.7
1977/12/1,Massachusetts,65.1
1977/12/1,Michigan,63.3
1977/12/1,Minnesota,67.3
1977/12/1,Mississippi,59
1977/12/1,Missouri,63.1
1977/12/1,Montana,63.9
1977/12/1,Nebraska,67
1977/12/1,Nevada,70.9
1977/12/1,New Hampshire,66.9
1977/12/1,New Jersey,62.2
1977/12/1,New Mexico,61
1977/12/1,New York,58.6
1977/12/1,North Carolina,67.4
1977/12/1,North Dakota,64.1
1977/12/1,Ohio,61.9
1977/12/1,Oklahoma,60.4
1977/12/1,Oregon,64.4
1977/12/1,Pennsylvania,58.9
1977/12/1,Rhode Island,63.5
1977/12/1,South Carolina,64.2
1977/12/1,South Dakota,65.4
1977/12/1,Tennessee,60.6
1977/12/1,Texas,65.1
1977/12/1,Utah,63
1977/12/1,Vermont,66
1977/12/1,Virginia,65.8
1977/12/1,Washington,63
1977/12/1,West Virginia,51.8
1977/12/1,Wisconsin,66.2
1977/12/1,Wyoming,68.4
1978/1/1,Alabama,58.8
1978/1/1,Alaska,71.1
1978/1/1,Arizona,59.7
1978/1/1,Arkansas,58.6
1978/1/1,California,64.5
1978/1/1,Colorado,67.5
1978/1/1,Connecticut,65.3
1978/1/1,Delaware,63.4
1978/1/1,District of Columbia,64.7
1978/1/1,Florida,56.3
1978/1/1,Georgia,64
1978/1/1,Hawaii,67.7
1978/1/1,Idaho,65.7
1978/1/1,Illinois,64.6
1978/1/1,Indiana,65
1978/1/1,Iowa,66.1
1978/1/1,Kansas,66.6
1978/1/1,Kentucky,61.1
1978/1/1,Louisiana,59
1978/1/1,Maine,60
1978/1/1,Maryland,65.9
1978/1/1,Massachusetts,65.2
1978/1/1,Michigan,63.3
1978/1/1,Minnesota,67.4
1978/1/1,Mississippi,58.9
1978/1/1,Missouri,63.1
1978/1/1,Montana,63.9
1978/1/1,Nebraska,67
1978/1/1,Nevada,70.9
1978/1/1,New Hampshire,66.8
1978/1/1,New Jersey,62.2
1978/1/1,New Mexico,61
1978/1/1,New York,58.7
1978/1/1,North Carolina,67.3
1978/1/1,North Dakota,64.1
1978/1/1,Ohio,61.9
1978/1/1,Oklahoma,60.4
1978/1/1,Oregon,64.4
1978/1/1,Pennsylvania,58.9
1978/1/1,Rhode Island,63.2
1978/1/1,South Carolina,64.1
1978/1/1,South Dakota,65.3
1978/1/1,Tennessee,60.5
1978/1/1,Texas,65.1
1978/1/1,Utah,63.1
1978/1/1,Vermont,65.9
1978/1/1,Virginia,65.8
1978/1/1,Washington,63.2
1978/1/1,West Virginia,51.8
1978/1/1,Wisconsin,66.3
1978/1/1,Wyoming,68.6
1978/2/1,Alabama,58.8
1978/2/1,Alaska,71.2
1978/2/1,Arizona,59.6
1978/2/1,Arkansas,58.5
1978/2/1,California,64.7
1978/2/1,Colorado,67.5
1978/2/1,Connecticut,65.1
1978/2/1,Delaware,63.3
1978/2/1,District of Columbia,64.9
1978/2/1,Florida,56.5
1978/2/1,Georgia,64
1978/2/1,Hawaii,67.6
1978/2/1,Idaho,65.7
1978/2/1,Illinois,64.6
1978/2/1,Indiana,65.1
1978/2/1,Iowa,66.1
1978/2/1,Kansas,66.6
1978/2/1,Kentucky,61.1
1978/2/1,Louisiana,59
1978/2/1,Maine,59.9
1978/2/1,Maryland,66
1978/2/1,Massachusetts,65.2
1978/2/1,Michigan,63.3
1978/2/1,Minnesota,67.5
1978/2/1,Mississippi,58.9
1978/2/1,Missouri,63.2
1978/2/1,Montana,64
1978/2/1,Nebraska,66.9
1978/2/1,Nevada,70.7
1978/2/1,New Hampshire,66.8
1978/2/1,New Jersey,62.2
1978/2/1,New Mexico,61
1978/2/1,New York,58.7
1978/2/1,North Carolina,67.2
1978/2/1,North Dakota,64.1
1978/2/1,Ohio,61.9
1978/2/1,Oklahoma,60.3
1978/2/1,Oregon,64.5
1978/2/1,Pennsylvania,59
1978/2/1,Rhode Island,63
1978/2/1,South Carolina,64.1
1978/2/1,South Dakota,65.3
1978/2/1,Tennessee,60.4
1978/2/1,Texas,65.1
1978/2/1,Utah,63.1
1978/2/1,Vermont,65.8
1978/2/1,Virginia,65.9
1978/2/1,Washington,63.4
1978/2/1,West Virginia,51.8
1978/2/1,Wisconsin,66.4
1978/2/1,Wyoming,68.8
1978/3/1,Alabama,58.9
1978/3/1,Alaska,71.4
1978/3/1,Arizona,59.6
1978/3/1,Arkansas,58.5
1978/3/1,California,64.8
1978/3/1,Colorado,67.6
1978/3/1,Connecticut,65.1
1978/3/1,Delaware,63.4
1978/3/1,District of Columbia,65
1978/3/1,Florida,56.6
1978/3/1,Georgia,64.1
1978/3/1,Hawaii,67.5
1978/3/1,Idaho,65.7
1978/3/1,Illinois,64.7
1978/3/1,Indiana,65.2
1978/3/1,Iowa,66.2
1978/3/1,Kansas,66.7
1978/3/1,Kentucky,61.1
1978/3/1,Louisiana,59.1
1978/3/1,Maine,59.9
1978/3/1,Maryland,66.1
1978/3/1,Massachusetts,65.3
1978/3/1,Michigan,63.3
1978/3/1,Minnesota,67.6
1978/3/1,Mississippi,58.8
1978/3/1,Missouri,63.2
1978/3/1,Montana,64.2
1978/3/1,Nebraska,66.9
1978/3/1,Nevada,70.6
1978/3/1,New Hampshire,66.8
1978/3/1,New Jersey,62.3
1978/3/1,New Mexico,61.1
1978/3/1,New York,58.8
1978/3/1,North Carolina,67.2
1978/3/1,North Dakota,64.2
1978/3/1,Ohio,62.1
1978/3/1,Oklahoma,60.3
1978/3/1,Oregon,64.7
1978/3/1,Pennsylvania,59
1978/3/1,Rhode Island,63
1978/3/1,South Carolina,64.1
1978/3/1,South Dakota,65.5
1978/3/1,Tennessee,60.5
1978/3/1,Texas,65.1
1978/3/1,Utah,63.1
1978/3/1,Vermont,66
1978/3/1,Virginia,66
1978/3/1,Washington,63.6
1978/3/1,West Virginia,51.7
1978/3/1,Wisconsin,66.5
1978/3/1,Wyoming,68.7
1978/4/1,Alabama,58.9
1978/4/1,Alaska,71.3
1978/4/1,Arizona,59.6
1978/4/1,Arkansas,58.5
1978/4/1,California,65
1978/4/1,Colorado,67.7
1978/4/1,Connecticut,65.1
1978/4/1,Delaware,63.5
1978/4/1,District of Columbia,65.1
1978/4/1,Florida,56.8
1978/4/1,Georgia,64.3
1978/4/1,Hawaii,67.5
1978/4/1,Idaho,65.7
1978/4/1,Illinois,64.7
1978/4/1,Indiana,65.4
1978/4/1,Iowa,66.3
1978/4/1,Kansas,66.8
1978/4/1,Kentucky,61.1
1978/4/1,Louisiana,59
1978/4/1,Maine,60
1978/4/1,Maryland,66.3
1978/4/1,Massachusetts,65.4
1978/4/1,Michigan,63.3
1978/4/1,Minnesota,67.7
1978/4/1,Mississippi,58.7
1978/4/1,Missouri,63.2
1978/4/1,Montana,64.4
1978/4/1,Nebraska,66.8
1978/4/1,Nevada,70.6
1978/4/1,New Hampshire,67
1978/4/1,New Jersey,62.4
1978/4/1,New Mexico,61.2
1978/4/1,New York,58.9
1978/4/1,North Carolina,67.1
1978/4/1,North Dakota,64.2
1978/4/1,Ohio,62.3
1978/4/1,Oklahoma,60.2
1978/4/1,Oregon,64.8
1978/4/1,Pennsylvania,59.1
1978/4/1,Rhode Island,62.9
1978/4/1,South Carolina,64.2
1978/4/1,South Dakota,65.7
1978/4/1,Tennessee,60.6
1978/4/1,Texas,65.2
1978/4/1,Utah,63.2
1978/4/1,Vermont,66
1978/4/1,Virginia,66.2
1978/4/1,Washington,63.8
1978/4/1,West Virginia,51.7
1978/4/1,Wisconsin,66.5
1978/4/1,Wyoming,68.9
1978/5/1,Alabama,58.9
1978/5/1,Alaska,71.2
1978/5/1,Arizona,59.6
1978/5/1,Arkansas,58.6
1978/5/1,California,65.1
1978/5/1,Colorado,67.8
1978/5/1,Connecticut,65.1
1978/5/1,Delaware,63.7
1978/5/1,District of Columbia,65.2
1978/5/1,Florida,56.9
1978/5/1,Georgia,64.5
1978/5/1,Hawaii,67.5
1978/5/1,Idaho,65.8
1978/5/1,Illinois,64.8
1978/5/1,Indiana,65.6
1978/5/1,Iowa,66.5
1978/5/1,Kansas,66.8
1978/5/1,Kentucky,61.1
1978/5/1,Louisiana,59
1978/5/1,Maine,60
1978/5/1,Maryland,66.4
1978/5/1,Massachusetts,65.4
1978/5/1,Michigan,63.4
1978/5/1,Minnesota,67.8
1978/5/1,Mississippi,58.7
1978/5/1,Missouri,63.2
1978/5/1,Montana,64.4
1978/5/1,Nebraska,66.8
1978/5/1,Nevada,70.6
1978/5/1,New Hampshire,67.1
1978/5/1,New Jersey,62.6
1978/5/1,New Mexico,61.3
1978/5/1,New York,59
1978/5/1,North Carolina,67.1
1978/5/1,North Dakota,64.3
1978/5/1,Ohio,62.5
1978/5/1,Oklahoma,60.1
1978/5/1,Oregon,64.9
1978/5/1,Pennsylvania,59.2
1978/5/1,Rhode Island,62.9
1978/5/1,South Carolina,64.3
1978/5/1,South Dakota,65.7
1978/5/1,Tennessee,60.8
1978/5/1,Texas,65.2
1978/5/1,Utah,63.2
1978/5/1,Vermont,66.1
1978/5/1,Virginia,66.3
1978/5/1,Washington,64
1978/5/1,West Virginia,51.8
1978/5/1,Wisconsin,66.6
1978/5/1,Wyoming,69.1
1978/6/1,Alabama,58.9
1978/6/1,Alaska,71.3
1978/6/1,Arizona,59.8
1978/6/1,Arkansas,58.6
1978/6/1,California,65.2
1978/6/1,Colorado,67.9
1978/6/1,Connecticut,65.2
1978/6/1,Delaware,63.8
1978/6/1,District of Columbia,65.3
1978/6/1,Florida,57
1978/6/1,Georgia,64.7
1978/6/1,Hawaii,67.6
1978/6/1,Idaho,65.9
1978/6/1,Illinois,64.8
1978/6/1,Indiana,65.8
1978/6/1,Iowa,66.7
1978/6/1,Kansas,66.8
1978/6/1,Kentucky,61.1
1978/6/1,Louisiana,58.9
1978/6/1,Maine,60.2
1978/6/1,Maryland,66.6
1978/6/1,Massachusetts,65.5
1978/6/1,Michigan,63.5
1978/6/1,Minnesota,67.9
1978/6/1,Mississippi,58.7
1978/6/1,Missouri,63.2
1978/6/1,Montana,64.6
1978/6/1,Nebraska,66.7
1978/6/1,Nevada,70.6
1978/6/1,New Hampshire,67.3
1978/6/1,New Jersey,62.8
1978/6/1,New Mexico,61.4
1978/6/1,New York,59.1
1978/6/1,North Carolina,67.2
1978/6/1,North Dakota,64.3
1978/6/1,Ohio,62.8
1978/6/1,Oklahoma,60
1978/6/1,Oregon,65
1978/6/1,Pennsylvania,59.3
1978/6/1,Rhode Island,62.9
1978/6/1,South Carolina,64.3
1978/6/1,South Dakota,65.9
1978/6/1,Tennessee,60.9
1978/6/1,Texas,65.3
1978/6/1,Utah,63.3
1978/6/1,Vermont,66.3
1978/6/1,Virginia,66.4
1978/6/1,Washington,64.2
1978/6/1,West Virginia,51.8
1978/6/1,Wisconsin,66.8
1978/6/1,Wyoming,69
1978/7/1,Alabama,59
1978/7/1,Alaska,71.1
1978/7/1,Arizona,59.9
1978/7/1,Arkansas,58.7
1978/7/1,California,65.2
1978/7/1,Colorado,67.9
1978/7/1,Connecticut,65.3
1978/7/1,Delaware,64
1978/7/1,District of Columbia,65.3
1978/7/1,Florida,57.1
1978/7/1,Georgia,64.8
1978/7/1,Hawaii,67.7
1978/7/1,Idaho,65.9
1978/7/1,Illinois,64.8
1978/7/1,Indiana,66
1978/7/1,Iowa,66.8
1978/7/1,Kansas,66.9
1978/7/1,Kentucky,61.1
1978/7/1,Louisiana,58.8
1978/7/1,Maine,60.3
1978/7/1,Maryland,66.7
1978/7/1,Massachusetts,65.5
1978/7/1,Michigan,63.6
1978/7/1,Minnesota,68.1
1978/7/1,Mississippi,58.7
1978/7/1,Missouri,63.1
1978/7/1,Montana,64.7
1978/7/1,Nebraska,66.6
1978/7/1,Nevada,70.7
1978/7/1,New Hampshire,67.3
1978/7/1,New Jersey,63.1
1978/7/1,New Mexico,61.5
1978/7/1,New York,59.3
1978/7/1,North Carolina,67.2
1978/7/1,North Dakota,64.4
1978/7/1,Ohio,62.9
1978/7/1,Oklahoma,59.9
1978/7/1,Oregon,65.1
1978/7/1,Pennsylvania,59.4
1978/7/1,Rhode Island,62.9
1978/7/1,South Carolina,64.3
1978/7/1,South Dakota,66
1978/7/1,Tennessee,61
1978/7/1,Texas,65.4
1978/7/1,Utah,63.3
1978/7/1,Vermont,66.2
1978/7/1,Virginia,66.4
1978/7/1,Washington,64.3
1978/7/1,West Virginia,52
1978/7/1,Wisconsin,67
1978/7/1,Wyoming,69.2
1978/8/1,Alabama,59.1
1978/8/1,Alaska,71.2
1978/8/1,Arizona,59.9
1978/8/1,Arkansas,58.7
1978/8/1,California,65.3
1978/8/1,Colorado,68
1978/8/1,Connecticut,65.4
1978/8/1,Delaware,64.1
1978/8/1,District of Columbia,65.5
1978/8/1,Florida,57.2
1978/8/1,Georgia,64.8
1978/8/1,Hawaii,67.7
1978/8/1,Idaho,65.8
1978/8/1,Illinois,64.9
1978/8/1,Indiana,66.1
1978/8/1,Iowa,66.9
1978/8/1,Kansas,66.9
1978/8/1,Kentucky,61.1
1978/8/1,Louisiana,58.7
1978/8/1,Maine,60.5
1978/8/1,Maryland,66.8
1978/8/1,Massachusetts,65.5
1978/8/1,Michigan,63.7
1978/8/1,Minnesota,68.2
1978/8/1,Mississippi,58.7
1978/8/1,Missouri,63.1
1978/8/1,Montana,64.8
1978/8/1,Nebraska,66.6
1978/8/1,Nevada,70.7
1978/8/1,New Hampshire,67.3
1978/8/1,New Jersey,63.3
1978/8/1,New Mexico,61.5
1978/8/1,New York,59.4
1978/8/1,North Carolina,67.3
1978/8/1,North Dakota,64.5
1978/8/1,Ohio,63.1
1978/8/1,Oklahoma,59.9
1978/8/1,Oregon,65.2
1978/8/1,Pennsylvania,59.5
1978/8/1,Rhode Island,63
1978/8/1,South Carolina,64.2
1978/8/1,South Dakota,66.1
1978/8/1,Tennessee,60.9
1978/8/1,Texas,65.4
1978/8/1,Utah,63.5
1978/8/1,Vermont,66.2
1978/8/1,Virginia,66.3
1978/8/1,Washington,64.4
1978/8/1,West Virginia,52.2
1978/8/1,Wisconsin,67.1
1978/8/1,Wyoming,69.3
1978/9/1,Alabama,59.2
1978/9/1,Alaska,71.4
1978/9/1,Arizona,60.1
1978/9/1,Arkansas,58.8
1978/9/1,California,65.3
1978/9/1,Colorado,68
1978/9/1,Connecticut,65.5
1978/9/1,Delaware,64
1978/9/1,District of Columbia,65.5
1978/9/1,Florida,57.2
1978/9/1,Georgia,64.8
1978/9/1,Hawaii,67.6
1978/9/1,Idaho,65.7
1978/9/1,Illinois,65
1978/9/1,Indiana,66.2
1978/9/1,Iowa,66.8
1978/9/1,Kansas,67
1978/9/1,Kentucky,61.1
1978/9/1,Louisiana,58.6
1978/9/1,Maine,60.6
1978/9/1,Maryland,66.9
1978/9/1,Massachusetts,65.5
1978/9/1,Michigan,63.8
1978/9/1,Minnesota,68.3
1978/9/1,Mississippi,58.6
1978/9/1,Missouri,63.2
1978/9/1,Montana,64.9
1978/9/1,Nebraska,66.5
1978/9/1,Nevada,70.6
1978/9/1,New Hampshire,67.5
1978/9/1,New Jersey,63.4
1978/9/1,New Mexico,61.5
1978/9/1,New York,59.5
1978/9/1,North Carolina,67.2
1978/9/1,North Dakota,64.4
1978/9/1,Ohio,63.2
1978/9/1,Oklahoma,59.9
1978/9/1,Oregon,65.2
1978/9/1,Pennsylvania,59.5
1978/9/1,Rhode Island,63.1
1978/9/1,South Carolina,64.1
1978/9/1,South Dakota,66.1
1978/9/1,Tennessee,60.9
1978/9/1,Texas,65.4
1978/9/1,Utah,63.7
1978/9/1,Vermont,66.2
1978/9/1,Virginia,66.3
1978/9/1,Washington,64.4
1978/9/1,West Virginia,52.3
1978/9/1,Wisconsin,67.3
1978/9/1,Wyoming,69.3
1978/10/1,Alabama,59.3
1978/10/1,Alaska,71.6
1978/10/1,Arizona,60.3
1978/10/1,Arkansas,58.8
1978/10/1,California,65.3
1978/10/1,Colorado,68.1
1978/10/1,Connecticut,65.8
1978/10/1,Delaware,64.1
1978/10/1,District of Columbia,65.7
1978/10/1,Florida,57.2
1978/10/1,Georgia,64.8
1978/10/1,Hawaii,67.6
1978/10/1,Idaho,65.7
1978/10/1,Illinois,65
1978/10/1,Indiana,66.3
1978/10/1,Iowa,66.6
1978/10/1,Kansas,67.1
1978/10/1,Kentucky,61.1
1978/10/1,Louisiana,58.6
1978/10/1,Maine,60.7
1978/10/1,Maryland,67.1
